,Unnamed: 0,defectname,site,charge,dH_eV,2+/1+,1+/0,0/1-,1-/2-,2-/3-,3-/4-,formula,bandgap_eV,dH_eV_per_atom,electron_effective_mass,level_theory,filename,defectid,poscar,structure,min_dH,adjusted_dH,is_binary_or_ternary
47,47,V_O,1,0,2.704,,,,,,,Mn1Ni1O3,1.5539,-1.6467,9.716,DFT_PBE_U,NREL_MatDb.0012011,0012011,"
1.0
  5.406134204 -0.000375531 -2.02e-06
  3.128241874 4.40900895 -0.000280123
  3.127998593 1.616015628 4.102236953
 Mn  Ni  O 
2 2 6 
direct
    0.8432216399999999   0.8432184999999998   0.8432202400000001
    0.1567783600000000   0.1567815100000000   0.1567797600000000
    0.6459372800000001   0.6459474799999999   0.6459512300000001
    0.3540627200000000   0.3540525099999999   0.3540487700000001
    0.7709690800000000   0.4406368600000000   0.0513409900000000
    0.0513690200000001   0.7709575900000000   0.4406318200000001
    0.4406587400000000   0.0513434600000000   0.7709476400000000
    0.2290309200000001   0.5593631200000000   0.9486590200000001
    0.9486309800000001   0.2290424200000000   0.5593681600000000
    0.5593412400000000   0.9486565399999999   0.2290523700000000
","Full Formula (Mn2 Ni2 O6)
Reduced Formula: MnNiO3
abc   :   5.406134   5.406039   5.405944
angles:  54.648881  54.647792  54.647847
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn4+  0.843222  0.843218  0.84322
  1  Mn4+  0.156778  0.156782  0.15678
  2  Ni2+  0.645937  0.645947  0.645951
  3  Ni2+  0.354063  0.354053  0.354049
  4  O2-   0.770969  0.440637  0.051341
  5  O2-   0.051369  0.770958  0.440632
  6  O2-   0.440659  0.051343  0.770948
  7  O2-   0.229031  0.559363  0.948659
  8  O2-   0.948631  0.229042  0.559368
  9  O2-   0.559341  0.948657  0.229052",-1.6611,0.0143999999999999,True
48,48,V_O,1,0,2.8808,,,,,,,Mn1Ni1O3,1.513,-1.6611,6.907,DFT_PBE_U,NREL_MatDb.0012072,0012072,"
1.0
  5.386190227 -0.008828656 -0.005584794
  3.109866862 4.397636389 -0.006078884
  3.109527869 1.606688127 4.093812347
 Mn  Ni  O 
2 2 6 
direct
    0.8437937300000000   0.8437928499999998   0.8437950900000001
    0.1562062800000000   0.1562071600000000   0.1562049200000000
    0.6439378099999998   0.6439422500000000   0.6439467600000001
    0.3560621900000000   0.3560577500000000   0.3560532300000001
    0.7716939899999999   0.4411077200000000   0.0511765000000000
    0.0511990399999998   0.7716835500000000   0.4411071300000001
    0.4411281399999999   0.0511800599999999   0.7716755700000001
    0.2283060000000001   0.5588922799999999   0.9488235000000002
    0.9488009600000001   0.2283164499999999   0.5588928700000000
    0.5588718499999998   0.9488199400000003   0.2283244300000001
","Full Formula (Mn2 Ni2 O6)
Reduced Formula: MnNiO3
abc   :   5.386200   5.386141   5.386085
angles:  54.827698  54.826939  54.827160
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn4+  0.843794  0.843793  0.843795
  1  Mn4+  0.156206  0.156207  0.156205
  2  Ni2+  0.643938  0.643942  0.643947
  3  Ni2+  0.356062  0.356058  0.356053
  4  O2-   0.771694  0.441108  0.051176
  5  O2-   0.051199  0.771684  0.441107
  6  O2-   0.441128  0.05118   0.771676
  7  O2-   0.228306  0.558892  0.948824
  8  O2-   0.948801  0.228316  0.558893
  9  O2-   0.558872  0.94882   0.228324",-1.6611,0.0,True
178,178,V_O,1,0,6.5007,,,,,,,La2O3,3.4842,-3.7998,1.687,DFT_PBE_U,NREL_MatDb.0111542,0111542,"
1.0
  5.753842444 5.753847704 5.753846152
  -5.753845456 5.753843431 -5.753840234
  -5.753846477 -5.753842756 5.753845612
 La1  La2  O 
4 12 24 
direct
    0.9999997199999999   0.5000002399999999   0.9999998299999999	+3
    0.5000001300000000   0.5000001099999999   0.5000000099999999	+3
    0.9999992599999998   0.9999995800000000   0.4999996099999998	+3
    0.4999998699999999   0.9999999199999998   0.9999999599999997	+3
    0.4705287799999999   0.2205290500000000   0.7500015300000000	+3
    0.0294715300000000   0.2794730800000000   0.2500008300000000	+3
    0.7205299100000000   0.2500014699999999   0.4705283700000000	+3
    0.7794728599999999   0.7500004199999999   0.0294731899999999	+3
    0.2499991400000000   0.5294729800000000   0.7794717799999998	+3
    0.7500012399999999   0.9705291999999998   0.7205289299999997	+3
    0.5294723799999999   0.7794716399999999   0.2499992900000000	+3
    0.9705285199999999   0.7205266899999999   0.7499994799999998	+3
    0.2794700899999999   0.7499983499999999   0.5294716699999998	+3
    0.2205276000000000   0.2499992700000000   0.9705273600000000	+3
    0.7500005900000000   0.4705273999999999   0.2205279300000000	+3
    0.2499985000000000   0.0294705400000000   0.2794703000000000	+3
    0.0377401600000000   0.7682448699999999   0.0278190499999999	-2
    0.7404250299999999   0.5099212499999999   0.4721815699999999	-2
    0.7595741399999998   0.7317560599999998   0.2694956999999998	-2
    0.4622601499999998   0.9900790099999996   0.2305049999999998	-2
    0.0099212899999999   0.9721817499999998   0.7404259299999998	-2
    0.2682445999999999   0.5278185699999999   0.0377401999999999	-2
    0.4900791099999998   0.7305047499999998   0.4622602899999999	-2
    0.2317561899999999   0.7694961000000000   0.7595745999999999	-2
    0.2694959900000000   0.2595744600000000   0.2317559999999999	-2
    0.2305051599999998   0.9622608899999998   0.4900789999999999	-2
    0.0278188899999999   0.5377401100000000   0.2682441599999999	-2
    0.4721810699999999   0.2404255800000000   0.0099210000000000	-2
    0.9622601100000000   0.2317553399999999   0.9721810999999999	-2
    0.2595749199999999   0.4900785500000000   0.5278185399999998	-2
    0.2404258700000000   0.2682439599999999   0.7305043499999999	-2
    0.5377398100000000   0.0099211899999999   0.7694950600000000	-2
    0.9900790999999999   0.0278186099999999   0.2595744299999999	-2
    0.7317552599999999   0.4721810699999999   0.9622595299999999	-2
    0.5099207399999999   0.2694950699999999   0.5377395199999999	-2
    0.7682437499999999   0.2305039000000000   0.2404255200000000	-2
    0.7305039499999999   0.7404255199999997   0.7682438899999999	-2	
    0.7694949500000000   0.0377395500000000   0.5099211000000000	-2
    0.9721811199999999   0.4622596799999999   0.7317556599999999	-2
    0.5278185399999998   0.7595742099999999   0.9900787699999998	-2
","Full Formula (La16 O24)
Reduced Formula: La2O3
abc   :   9.965953   9.965948   9.965952
angles: 109.471193 109.471211 109.471202
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  La3+  1         0.5       1
  1  La3+  0.5       0.5       0.5
  2  La3+  0.999999  1         0.5
  3  La3+  0.5       1         1
  4  La3+  0.470529  0.220529  0.750002
  5  La3+  0.029472  0.279473  0.250001
  6  La3+  0.72053   0.250001  0.470528
  7  La3+  0.779473  0.75      0.029473
  8  La3+  0.249999  0.529473  0.779472
  9  La3+  0.750001  0.970529  0.720529
 10  La3+  0.529472  0.779472  0.249999
 11  La3+  0.970529  0.720527  0.749999
 12  La3+  0.27947   0.749998  0.529472
 13  La3+  0.220528  0.249999  0.970527
 14  La3+  0.750001  0.470527  0.220528
 15  La3+  0.249999  0.029471  0.27947
 16  O2-   0.03774   0.768245  0.027819
 17  O2-   0.740425  0.509921  0.472182
 18  O2-   0.759574  0.731756  0.269496
 19  O2-   0.46226   0.990079  0.230505
 20  O2-   0.009921  0.972182  0.740426
 21  O2-   0.268245  0.527819  0.03774
 22  O2-   0.490079  0.730505  0.46226
 23  O2-   0.231756  0.769496  0.759575
 24  O2-   0.269496  0.259574  0.231756
 25  O2-   0.230505  0.962261  0.490079
 26  O2-   0.027819  0.53774   0.268244
 27  O2-   0.472181  0.240426  0.009921
 28  O2-   0.96226   0.231755  0.972181
 29  O2-   0.259575  0.490079  0.527819
 30  O2-   0.240426  0.268244  0.730504
 31  O2-   0.53774   0.009921  0.769495
 32  O2-   0.990079  0.027819  0.259574
 33  O2-   0.731755  0.472181  0.96226
 34  O2-   0.509921  0.269495  0.53774
 35  O2-   0.768244  0.230504  0.240426
 36  O2-   0.730504  0.740426  0.768244
 37  O2-   0.769495  0.03774   0.509921
 38  O2-   0.972181  0.46226   0.731756
 39  O2-   0.527819  0.759574  0.990079",-3.7998,0.0,True
277,278,V_O,1,0,2.7443,,,,,,,Mn1O2,1.3886,-1.7844,5.542,DFT_PBE_U,NREL_MatDb.0125667,0125667,"
1.0
  4.614592632 7.615e-06 1.9e-08
  1.5515e-05 9.353727903 -8e-08
  7.3e-08 4.3e-08 2.906089946
 Mn  O1  O2 
4 4 4 
direct
    0.4704189699999999   0.6354358399999999   0.2500000000000000	+4
    0.0295824700000000   0.1354341000000000   0.2500000000000000	+4
    0.5295805999999998   0.3645642400000000   0.7499999999999999	+4
    0.9704175599999998   0.8645657599999998   0.7500000000000000	+4
    0.1755519699999999   0.7793442999999999   0.2500000000000000	-2
    0.3244499399999999   0.2793453300000000   0.2500000100000000	-2
    0.8244480699999998   0.2206556900000000   0.7500000099999999	-2
    0.6755502599999998   0.7206547400000000   0.7499999999999999	-2
    0.7125020299999999   0.4658937800000000   0.2499999900000000	-2
    0.7874989499999999   0.9658941299999998   0.2500000100000000	-2
    0.2874981599999999   0.5341061000000000   0.7500000100000001	-2
    0.2125010200000000   0.0341059700000000   0.7500000000000000	-2
","Full Formula (Mn4 O8)
Reduced Formula: MnO2
abc   :   4.614593   9.353728   2.906090
angles:  90.000000  89.999998  89.999810
pbc   :       True       True       True
Sites (12)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Mn4+  0.470419  0.635436  0.25
  1  Mn4+  0.029582  0.135434  0.25
  2  Mn4+  0.529581  0.364564  0.75
  3  Mn4+  0.970418  0.864566  0.75
  4  O2-   0.175552  0.779344  0.25
  5  O2+   0.32445   0.279345  0.25
  6  O2-   0.824448  0.220656  0.75
  7  O2+   0.67555   0.720655  0.75
  8  O2-   0.712502  0.465894  0.25
  9  O2-   0.787499  0.965894  0.25
 10  O2-   0.287498  0.534106  0.75
 11  O2-   0.212501  0.034106  0.75",-1.7844,0.0,True
278,277,V_O,2,0,2.145,,,,,,,Mn1O2,1.3886,-1.7844,5.542,DFT_PBE_U,NREL_MatDb.0125667,0125667,"
1.0
  4.614592632 7.615e-06 1.9e-08
  1.5515e-05 9.353727903 -8e-08
  7.3e-08 4.3e-08 2.906089946
 Mn  O1  O2 
4 4 4 
direct
    0.4704189699999999   0.6354358399999999   0.2500000000000000	+4
    0.0295824700000000   0.1354341000000000   0.2500000000000000	+4
    0.5295805999999998   0.3645642400000000   0.7499999999999999	+4
    0.9704175599999998   0.8645657599999998   0.7500000000000000	+4
    0.1755519699999999   0.7793442999999999   0.2500000000000000	-2
    0.3244499399999999   0.2793453300000000   0.2500000100000000	-2
    0.8244480699999998   0.2206556900000000   0.7500000099999999	-2
    0.6755502599999998   0.7206547400000000   0.7499999999999999	-2
    0.7125020299999999   0.4658937800000000   0.2499999900000000	-2
    0.7874989499999999   0.9658941299999998   0.2500000100000000	-2
    0.2874981599999999   0.5341061000000000   0.7500000100000001	-2
    0.2125010200000000   0.0341059700000000   0.7500000000000000	-2
","Full Formula (Mn4 O8)
Reduced Formula: MnO2
abc   :   4.614593   9.353728   2.906090
angles:  90.000000  89.999998  89.999810
pbc   :       True       True       True
Sites (12)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Mn4+  0.470419  0.635436  0.25
  1  Mn4+  0.029582  0.135434  0.25
  2  Mn4+  0.529581  0.364564  0.75
  3  Mn4+  0.970418  0.864566  0.75
  4  O2-   0.175552  0.779344  0.25
  5  O2+   0.32445   0.279345  0.25
  6  O2-   0.824448  0.220656  0.75
  7  O2+   0.67555   0.720655  0.75
  8  O2-   0.712502  0.465894  0.25
  9  O2-   0.787499  0.965894  0.25
 10  O2-   0.287498  0.534106  0.75
 11  O2-   0.212501  0.034106  0.75",-1.7844,0.0,True
279,282,V_O,1,0,2.0803,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,NREL_MatDb.0125741,0125741,"Mn1O2/icsd_020227 in , random anti-ferr
1.0
  -2.98871833e-07 -5.0443533254e-06 2.91372726385
  4.93690630122 4.92992714282 1.45685434888
  -4.94551459357 4.93854166256 1.45685507824
 Mn1  Mn2  O1  O2  O3  O4 
2 2 2 2 2 2 
direct
    0.6514956749240002   0.1813942615069999   0.5156185084040000	+4
    0.3488952939160001   0.8175215942139998   0.4846834365380000	+4
    0.8336077569820001   0.5140002226659999   0.8187825039310000	+4
    0.1675344774330000   0.4826576635500000   0.1822739083790001	+4
    0.8437194118630001   0.9519745038120000   0.3605838772590000	-2
    0.1558682527400000   0.0491323767592000   0.6391355186050001	-2
    0.7968963083590000   0.3579918008360000   0.0482142843694000	-2
    0.2048275252860001   0.6384865959700000   0.9518600795830000	-2
    0.8343053174670002   0.7082698684800000   0.6231166255550000	-2
    0.1617472198180001   0.2957775480140000   0.3807307575570000	-2
    0.5431548108750001   0.6227409622199999   0.2909518467860000	-2
    0.4579479503390000   0.3800536208209999   0.7040476341850000	-2
","Full Formula (Mn4 O8)
Reduced Formula: MnO2
abc   :   2.913727   7.127387   7.139309
angles:  87.687105  78.225525  78.205562
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn4+  0.651496  0.181394  0.515619
  1  Mn4+  0.348895  0.817522  0.484683
  2  Mn4+  0.833608  0.514     0.818783
  3  Mn4+  0.167534  0.482658  0.182274
  4  O2-   0.843719  0.951975  0.360584
  5  O2-   0.155868  0.049132  0.639136
  6  O2-   0.796896  0.357992  0.048214
  7  O2-   0.204828  0.638487  0.95186
  8  O2-   0.834305  0.70827   0.623117
  9  O2-   0.161747  0.295778  0.380731
 10  O2-   0.543155  0.622741  0.290952
 11  O2-   0.457948  0.380054  0.704048",-1.7844,0.0005999999999999,True
280,280,V_O,2,0,2.248,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,NREL_MatDb.0125741,0125741,"Mn1O2/icsd_020227 in , random anti-ferr
1.0
  -2.98871833e-07 -5.0443533254e-06 2.91372726385
  4.93690630122 4.92992714282 1.45685434888
  -4.94551459357 4.93854166256 1.45685507824
 Mn1  Mn2  O1  O2  O3  O4 
2 2 2 2 2 2 
direct
    0.6514956749240002   0.1813942615069999   0.5156185084040000	+4
    0.3488952939160001   0.8175215942139998   0.4846834365380000	+4
    0.8336077569820001   0.5140002226659999   0.8187825039310000	+4
    0.1675344774330000   0.4826576635500000   0.1822739083790001	+4
    0.8437194118630001   0.9519745038120000   0.3605838772590000	-2
    0.1558682527400000   0.0491323767592000   0.6391355186050001	-2
    0.7968963083590000   0.3579918008360000   0.0482142843694000	-2
    0.2048275252860001   0.6384865959700000   0.9518600795830000	-2
    0.8343053174670002   0.7082698684800000   0.6231166255550000	-2
    0.1617472198180001   0.2957775480140000   0.3807307575570000	-2
    0.5431548108750001   0.6227409622199999   0.2909518467860000	-2
    0.4579479503390000   0.3800536208209999   0.7040476341850000	-2
","Full Formula (Mn4 O8)
Reduced Formula: MnO2
abc   :   2.913727   7.127387   7.139309
angles:  87.687105  78.225525  78.205562
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn4+  0.651496  0.181394  0.515619
  1  Mn4+  0.348895  0.817522  0.484683
  2  Mn4+  0.833608  0.514     0.818783
  3  Mn4+  0.167534  0.482658  0.182274
  4  O2-   0.843719  0.951975  0.360584
  5  O2-   0.155868  0.049132  0.639136
  6  O2-   0.796896  0.357992  0.048214
  7  O2-   0.204828  0.638487  0.95186
  8  O2-   0.834305  0.70827   0.623117
  9  O2-   0.161747  0.295778  0.380731
 10  O2-   0.543155  0.622741  0.290952
 11  O2-   0.457948  0.380054  0.704048",-1.7844,0.0005999999999999,True
281,279,V_O,3,0,2.6124,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,NREL_MatDb.0125741,0125741,"Mn1O2/icsd_020227 in , random anti-ferr
1.0
  -2.98871833e-07 -5.0443533254e-06 2.91372726385
  4.93690630122 4.92992714282 1.45685434888
  -4.94551459357 4.93854166256 1.45685507824
 Mn1  Mn2  O1  O2  O3  O4 
2 2 2 2 2 2 
direct
    0.6514956749240002   0.1813942615069999   0.5156185084040000	+4
    0.3488952939160001   0.8175215942139998   0.4846834365380000	+4
    0.8336077569820001   0.5140002226659999   0.8187825039310000	+4
    0.1675344774330000   0.4826576635500000   0.1822739083790001	+4
    0.8437194118630001   0.9519745038120000   0.3605838772590000	-2
    0.1558682527400000   0.0491323767592000   0.6391355186050001	-2
    0.7968963083590000   0.3579918008360000   0.0482142843694000	-2
    0.2048275252860001   0.6384865959700000   0.9518600795830000	-2
    0.8343053174670002   0.7082698684800000   0.6231166255550000	-2
    0.1617472198180001   0.2957775480140000   0.3807307575570000	-2
    0.5431548108750001   0.6227409622199999   0.2909518467860000	-2
    0.4579479503390000   0.3800536208209999   0.7040476341850000	-2
","Full Formula (Mn4 O8)
Reduced Formula: MnO2
abc   :   2.913727   7.127387   7.139309
angles:  87.687105  78.225525  78.205562
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn4+  0.651496  0.181394  0.515619
  1  Mn4+  0.348895  0.817522  0.484683
  2  Mn4+  0.833608  0.514     0.818783
  3  Mn4+  0.167534  0.482658  0.182274
  4  O2-   0.843719  0.951975  0.360584
  5  O2-   0.155868  0.049132  0.639136
  6  O2-   0.796896  0.357992  0.048214
  7  O2-   0.204828  0.638487  0.95186
  8  O2-   0.834305  0.70827   0.623117
  9  O2-   0.161747  0.295778  0.380731
 10  O2-   0.543155  0.622741  0.290952
 11  O2-   0.457948  0.380054  0.704048",-1.7844,0.0005999999999999,True
282,281,V_O,4,0,2.7197,,,,,,,Mn1O2,1.2978,-1.7838,6.83,DFT_PBE_U,NREL_MatDb.0125741,0125741,"Mn1O2/icsd_020227 in , random anti-ferr
1.0
  -2.98871833e-07 -5.0443533254e-06 2.91372726385
  4.93690630122 4.92992714282 1.45685434888
  -4.94551459357 4.93854166256 1.45685507824
 Mn1  Mn2  O1  O2  O3  O4 
2 2 2 2 2 2 
direct
    0.6514956749240002   0.1813942615069999   0.5156185084040000	+4
    0.3488952939160001   0.8175215942139998   0.4846834365380000	+4
    0.8336077569820001   0.5140002226659999   0.8187825039310000	+4
    0.1675344774330000   0.4826576635500000   0.1822739083790001	+4
    0.8437194118630001   0.9519745038120000   0.3605838772590000	-2
    0.1558682527400000   0.0491323767592000   0.6391355186050001	-2
    0.7968963083590000   0.3579918008360000   0.0482142843694000	-2
    0.2048275252860001   0.6384865959700000   0.9518600795830000	-2
    0.8343053174670002   0.7082698684800000   0.6231166255550000	-2
    0.1617472198180001   0.2957775480140000   0.3807307575570000	-2
    0.5431548108750001   0.6227409622199999   0.2909518467860000	-2
    0.4579479503390000   0.3800536208209999   0.7040476341850000	-2
","Full Formula (Mn4 O8)
Reduced Formula: MnO2
abc   :   2.913727   7.127387   7.139309
angles:  87.687105  78.225525  78.205562
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn4+  0.651496  0.181394  0.515619
  1  Mn4+  0.348895  0.817522  0.484683
  2  Mn4+  0.833608  0.514     0.818783
  3  Mn4+  0.167534  0.482658  0.182274
  4  O2-   0.843719  0.951975  0.360584
  5  O2-   0.155868  0.049132  0.639136
  6  O2-   0.796896  0.357992  0.048214
  7  O2-   0.204828  0.638487  0.95186
  8  O2-   0.834305  0.70827   0.623117
  9  O2-   0.161747  0.295778  0.380731
 10  O2-   0.543155  0.622741  0.290952
 11  O2-   0.457948  0.380054  0.704048",-1.7844,0.0005999999999999,True
285,286,V_O,1,0,3.7311,,,,,,,La1Mn1O3,1.0121,-2.9891,3.161,DFT_PBE_U,NREL_MatDb.0126619,0126619,"
1.0
  5.893044374 0.000209338 -0.000207122
  -0.000273431 7.753413338 -6.8474e-05
  0.000197421 4.935e-05 5.601552735
 Mn  O1  O2  La 
4 4 8 4 
direct
    0.4999994900000000   0.0000000400000000   0.0000002700000000
    0.9999994700000001   0.5000004300000001   0.4999999900000000
    0.4999993800000000   0.4999999600000002   0.0000001900000000
    0.9999994200000000   0.9999996800000001   0.4999999600000000
    0.9830186000000001   0.2500008700000000   0.4211368700000000
    0.4830191400000001   0.2500009200000001   0.0788631300000000
    0.0169796200000000   0.7499993300000002   0.5788623100000000
    0.5169801700000001   0.7499991000000001   0.9211377500000000
    0.8098925200000000   0.0402633500000000   0.7783304299999999
    0.3098925900000001   0.4597369600000001   0.7216692299999999
    0.1901063800000000   0.5402623600000002   0.2216691700000000
    0.6901067600000002   0.9597370700000001   0.2783309500000000
    0.1901059500000000   0.9597367900000001   0.2216687800000000
    0.6901070600000002   0.5402621900000002   0.2783303700000000
    0.8098923300000002   0.4597373700000000   0.7783301200000000
    0.3098931600000001   0.0402637100000000   0.7216693199999999
    0.5578502900000000   0.2500006000000001   0.5101052200000000
    0.0578459400000000   0.2500004000000001   0.9898955100000000
    0.4421546600000001   0.7499994300000000   0.4898919400000000
    0.9421498200000002   0.7499994200000001   0.0101085100000000
","Full Formula (La4 Mn4 O12)
Reduced Formula: LaMnO3
abc   :   5.893044   7.753413   5.601553
angles:  90.000001  89.999994  89.999985
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn3+  0.499999  0         0
  1  Mn3+  0.999999  0.5       0.5
  2  Mn3+  0.499999  0.5       0
  3  Mn3+  0.999999  1         0.5
  4  O2-   0.983019  0.250001  0.421137
  5  O2-   0.483019  0.250001  0.078863
  6  O2-   0.01698   0.749999  0.578862
  7  O2-   0.51698   0.749999  0.921138
  8  O2-   0.809893  0.040263  0.77833
  9  O2-   0.309893  0.459737  0.721669
 10  O2-   0.190106  0.540262  0.221669
 11  O2-   0.690107  0.959737  0.278331
 12  O2-   0.190106  0.959737  0.221669
 13  O2-   0.690107  0.540262  0.27833
 14  O2-   0.809892  0.459737  0.77833
 15  O2-   0.309893  0.040264  0.721669
 16  La3+  0.55785   0.250001  0.510105
 17  La3+  0.057846  0.25      0.989896
 18  La3+  0.442155  0.749999  0.489892
 19  La3+  0.94215   0.749999  0.010109",-2.9891,0.0,True
286,285,V_O,2,0,4.034,,,,,,,La1Mn1O3,1.0121,-2.9891,3.161,DFT_PBE_U,NREL_MatDb.0126619,0126619,"
1.0
  5.893044374 0.000209338 -0.000207122
  -0.000273431 7.753413338 -6.8474e-05
  0.000197421 4.935e-05 5.601552735
 Mn  O1  O2  La 
4 4 8 4 
direct
    0.4999994900000000   0.0000000400000000   0.0000002700000000
    0.9999994700000001   0.5000004300000001   0.4999999900000000
    0.4999993800000000   0.4999999600000002   0.0000001900000000
    0.9999994200000000   0.9999996800000001   0.4999999600000000
    0.9830186000000001   0.2500008700000000   0.4211368700000000
    0.4830191400000001   0.2500009200000001   0.0788631300000000
    0.0169796200000000   0.7499993300000002   0.5788623100000000
    0.5169801700000001   0.7499991000000001   0.9211377500000000
    0.8098925200000000   0.0402633500000000   0.7783304299999999
    0.3098925900000001   0.4597369600000001   0.7216692299999999
    0.1901063800000000   0.5402623600000002   0.2216691700000000
    0.6901067600000002   0.9597370700000001   0.2783309500000000
    0.1901059500000000   0.9597367900000001   0.2216687800000000
    0.6901070600000002   0.5402621900000002   0.2783303700000000
    0.8098923300000002   0.4597373700000000   0.7783301200000000
    0.3098931600000001   0.0402637100000000   0.7216693199999999
    0.5578502900000000   0.2500006000000001   0.5101052200000000
    0.0578459400000000   0.2500004000000001   0.9898955100000000
    0.4421546600000001   0.7499994300000000   0.4898919400000000
    0.9421498200000002   0.7499994200000001   0.0101085100000000
","Full Formula (La4 Mn4 O12)
Reduced Formula: LaMnO3
abc   :   5.893044   7.753413   5.601553
angles:  90.000001  89.999994  89.999985
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn3+  0.499999  0         0
  1  Mn3+  0.999999  0.5       0.5
  2  Mn3+  0.499999  0.5       0
  3  Mn3+  0.999999  1         0.5
  4  O2-   0.983019  0.250001  0.421137
  5  O2-   0.483019  0.250001  0.078863
  6  O2-   0.01698   0.749999  0.578862
  7  O2-   0.51698   0.749999  0.921138
  8  O2-   0.809893  0.040263  0.77833
  9  O2-   0.309893  0.459737  0.721669
 10  O2-   0.190106  0.540262  0.221669
 11  O2-   0.690107  0.959737  0.278331
 12  O2-   0.190106  0.959737  0.221669
 13  O2-   0.690107  0.540262  0.27833
 14  O2-   0.809892  0.459737  0.77833
 15  O2-   0.309893  0.040264  0.721669
 16  La3+  0.55785   0.250001  0.510105
 17  La3+  0.057846  0.25      0.989896
 18  La3+  0.442155  0.749999  0.489892
 19  La3+  0.94215   0.749999  0.010109",-2.9891,0.0,True
